Gene	Total_alleles	Valid_alleles	Number_representatives
EFAU004_01757	160	107	1
EFAU004_01768	479	342	1
EFAU004_01784	319	220	1
EFAU004_01788	414	264	1
EFAU004_01799	104	81	1
EFAU004_01802	412	304	1
EFAU004_01880	169	114	1
EFAU004_01886	247	195	1
EFAU004_01908	282	68	1
EFAU004_01926	405	328	1
EFAU004_01933	61	54	2
EFAU004_01935	492	377	1
EFAU004_01939	360	276	1
EFAU004_01990	387	323	1
EFAU004_01995	379	293	1
EFAU004_02001	100	83	2
EFAU004_02002	537	422	1
EFAU004_02007	102	93	3
EFAU004_02012	86	54	1
EFAU004_02014	550	412	1
EFAU004_02018	349	197	1
EFAU004_02023	276	177	1
EFAU004_02030	160	122	2
EFAU004_02032	255	190	1
EFAU004_02037	224	157	1
EFAU004_02041	190	153	1
EFAU004_02046	262	155	1
EFAU004_02053	54	46	3
EFAU004_02055	111	66	2
EFAU004_02059	346	255	1
EFAU004_02066	246	163	1
EFAU004_02073	327	258	1
EFAU004_02077	269	217	1
EFAU004_02083	130	106	1
EFAU004_02085	315	246	1
EFAU004_02097	206	173	1
EFAU004_02099	139	90	1
EFAU004_02104	307	226	1
EFAU004_02107	55	39	1
EFAU004_02109	168	115	2
EFAU004_02114	207	127	1
EFAU004_02115	262	195	1
EFAU004_02124	273	230	1
EFAU004_02167	262	164	1
EFAU004_02177	148	96	1
EFAU004_02188	283	205	1
EFAU004_02192	76	61	1
EFAU004_02195	281	207	1
EFAU004_02203	406	286	1
EFAU004_02210	201	132	1
EFAU004_02214	286	201	1
EFAU004_02226	118	65	1
EFAU004_02229	260	142	1
EFAU004_02234	107	68	3
EFAU004_02238	123	97	1
EFAU004_02241	233	168	1
EFAU004_02246	184	122	1
EFAU004_02249	316	212	1
EFAU004_02255	259	157	1
EFAU004_02263	295	223	1
EFAU004_02267	173	98	1
EFAU004_02273	316	220	1
EFAU004_02280	176	152	1
EFAU004_02289	148	113	1
EFAU004_02290	107	92	1
EFAU004_02299	241	164	1
EFAU004_02307	158	119	1
EFAU004_02311	210	132	1
EFAU004_02316	122	104	1
EFAU004_02320	140	81	1
EFAU004_02323	193	138	1
EFAU004_02326	353	268	1
EFAU004_02332	83	64	2
EFAU004_02334	43	40	1
EFAU004_02336	383	250	1
EFAU004_02352	157	114	1
EFAU004_02356	216	142	1
EFAU004_02421	131	106	1
EFAU004_02423	227	136	1
EFAU004_02427	234	150	1
EFAU004_02437	403	282	1
EFAU004_02444	138	101	1
EFAU004_02453	178	125	1
EFAU004_02457	98	68	1
EFAU004_02470	163	122	1
EFAU004_02478	157	116	1
EFAU004_02485	121	80	1
EFAU004_02488	490	361	1
EFAU004_02497	222	152	1
EFAU004_02500	385	269	1
EFAU004_02511	215	136	1
EFAU004_02521	114	102	1
EFAU004_02528	421	283	1
EFAU004_02556	373	258	1
EFAU004_02563	285	159	1
EFAU004_02565	208	137	1
EFAU004_02572	68	46	2
EFAU004_02574	90	58	1
EFAU004_02585	248	180	1
EFAU004_02589	315	215	1
EFAU004_02597	224	147	1
EFAU004_02603	85	64	1
EFAU004_02604	89	58	1
EFAU004_02606	522	396	1
EFAU004_02617	240	149	1
EFAU004_02621	234	156	2
EFAU004_02625	122	89	1
EFAU004_02633	233	148	1
EFAU004_02639	414	272	1
EFAU004_02646	238	156	1
EFAU004_02655	273	184	1
EFAU004_02660	160	103	1
EFAU004_02664	121	72	1
EFAU004_02691	169	142	1
EFAU004_02815	60	37	1
EFAU004_02817	296	234	1
EFAU004_02834	229	165	1
EFAU004_02836	214	134	1
EFAU004_02848	247	139	1
EFAU004_02855	253	191	1
EFAU004_02862	247	185	1
EFAU004_00005	261	193	1
EFAU004_00009	46	40	3
EFAU004_00015	285	178	1
EFAU004_00024	141	111	1
EFAU004_00074	143	111	1
EFAU004_00075	115	96	1
EFAU004_00079	107	83	2
EFAU004_00080	249	158	1
EFAU004_00086	130	96	1
EFAU004_00090	70	43	1
EFAU004_00093	159	114	1
EFAU004_00099	54	33	1
EFAU004_00102	79	65	1
EFAU004_00106	114	42	1
EFAU004_00112	74	57	1
EFAU004_00117	39	35	1
EFAU004_00118	23	19	2
EFAU004_00120	72	42	1
EFAU004_00124	187	146	1
EFAU004_00129	53	40	1
EFAU004_00132	231	123	1
EFAU004_00133	47	35	1
EFAU004_00135	163	117	1
EFAU004_00140	575	409	1
EFAU004_00151	78	60	1
EFAU004_00164	210	154	1
EFAU004_00169	117	96	1
EFAU004_00170	96	70	1
EFAU004_00173	152	116	1
EFAU004_00179	357	245	1
EFAU004_00182	130	81	1
EFAU004_00186	120	95	1
EFAU004_00191	153	109	1
EFAU004_00193	72	32	1
EFAU004_00197	123	93	1
EFAU004_00199	88	73	1
EFAU004_00203	265	191	1
EFAU004_00207	132	104	1
EFAU004_00215	367	257	1
EFAU004_00220	215	160	1
EFAU004_00232	152	121	1
EFAU004_00237	238	161	1
EFAU004_00258	222	171	1
EFAU004_00262	239	153	1
EFAU004_00272	157	99	1
EFAU004_00361	121	86	1
EFAU004_00363	183	126	1
EFAU004_00373	242	186	1
EFAU004_00378	330	217	1
EFAU004_00387	352	222	1
EFAU004_00396	174	112	1
EFAU004_00402	318	223	1
EFAU004_00406	252	198	1
EFAU004_00411	355	218	1
EFAU004_00419	94	82	1
EFAU004_00421	146	117	1
EFAU004_00425	159	115	1
EFAU004_00427	230	147	1
EFAU004_00432	115	85	1
EFAU004_00435	170	116	1
EFAU004_00443	200	125	1
EFAU004_00449	362	261	1
EFAU004_00456	197	109	1
EFAU004_00459	93	74	1
EFAU004_00464	206	141	1
EFAU004_00469	185	131	1
EFAU004_00474	266	198	1
EFAU004_00481	239	152	1
EFAU004_00484	259	183	1
EFAU004_00490	182	114	1
EFAU004_00493	258	178	1
EFAU004_00498	214	121	1
EFAU004_00501	94	56	2
EFAU004_00504	179	127	1
EFAU004_00506	84	18	1
EFAU004_00527	349	251	1
EFAU004_00533	150	121	1
EFAU004_00539	76	63	1
EFAU004_00542	242	168	1
EFAU004_00546	171	125	1
EFAU004_00551	252	160	1
EFAU004_00554	255	196	1
EFAU004_00561	277	196	1
EFAU004_00585	239	157	1
EFAU004_00599	292	169	1
EFAU004_00607	154	117	2
EFAU004_00609	65	57	1
EFAU004_00612	377	266	1
EFAU004_00621	192	123	1
EFAU004_00623	330	235	1
EFAU004_00628	268	213	1
EFAU004_00632	291	239	1
EFAU004_00637	213	163	1
EFAU004_00642	154	119	1
EFAU004_00648	133	62	1
EFAU004_00651	204	141	1
EFAU004_00657	290	176	1
EFAU004_00665	210	152	1
EFAU004_00668	128	112	1
EFAU004_00671	127	84	1
EFAU004_00673	196	142	2
EFAU004_00691	97	72	1
EFAU004_00694	299	208	1
EFAU004_00704	227	156	1
EFAU004_00709	254	191	1
EFAU004_00713	124	96	1
EFAU004_00718	265	160	1
EFAU004_00726	282	153	1
EFAU004_00730	192	136	1
EFAU004_00735	180	109	1
EFAU004_00743	137	113	1
EFAU004_00752	180	152	1
EFAU004_00757	76	56	1
EFAU004_00758	346	227	1
EFAU004_00765	494	349	1
EFAU004_00772	119	100	1
EFAU004_00776	423	299	1
EFAU004_00785	83	63	2
EFAU004_00787	287	226	1
EFAU004_00872	160	124	1
EFAU004_00875	155	116	1
EFAU004_00882	175	90	2
EFAU004_00884	134	108	1
EFAU004_00888	319	196	1
EFAU004_00892	219	156	1
EFAU004_00895	314	174	1
EFAU004_00902	333	231	1
EFAU004_00911	325	223	1
EFAU004_00916	344	250	1
EFAU004_00936	88	64	1
EFAU004_00951	356	240	1
EFAU004_00955	347	240	1
EFAU004_00962	178	108	1
EFAU004_00966	490	395	1
EFAU004_00973	126	92	1
EFAU004_00977	53	45	3
EFAU004_00980	337	210	1
EFAU004_00988	286	195	1
EFAU004_00995	171	117	1
EFAU004_01000	216	140	1
EFAU004_01005	124	86	1
EFAU004_01009	336	258	1
EFAU004_01017	197	132	1
EFAU004_01020	181	139	1
EFAU004_01023	220	152	1
EFAU004_01028	238	151	1
EFAU004_01034	184	123	1
EFAU004_01038	406	301	1
EFAU004_01046	167	139	1
EFAU004_01047	141	84	1
EFAU004_01051	97	81	1
EFAU004_01058	109	87	1
EFAU004_01070	71	55	1
EFAU004_01077	192	121	1
EFAU004_01080	175	109	1
EFAU004_01086	66	42	1
EFAU004_01087	412	269	1
EFAU004_01091	296	225	1
EFAU004_01099	272	198	1
EFAU004_01104	319	235	1
EFAU004_01109	422	334	1
EFAU004_01119	131	107	1
EFAU004_01122	232	166	2
EFAU004_01129	251	180	1
EFAU004_01133	139	92	1
EFAU004_01139	251	180	1
EFAU004_01154	235	159	1
EFAU004_01158	128	72	1
EFAU004_01161	279	208	1
EFAU004_01168	167	102	1
EFAU004_01171	393	256	1
EFAU004_01176	315	199	1
EFAU004_01183	226	161	1
EFAU004_01191	205	139	1
EFAU004_01196	361	239	1
EFAU004_01202	172	102	1
EFAU004_01205	55	37	1
EFAU004_01208	210	142	1
EFAU004_01214	248	181	1
EFAU004_01217	170	116	1
EFAU004_01226	250	188	1
EFAU004_01230	246	114	1
EFAU004_01233	220	162	1
EFAU004_01237	87	50	1
EFAU004_01238	159	106	1
EFAU004_01243	342	236	1
EFAU004_01245	133	88	2
EFAU004_01250	266	200	1
EFAU004_01288	52	30	1
EFAU004_01289	119	101	1
EFAU004_01291	293	196	1
EFAU004_01297	235	116	1
EFAU004_01300	282	170	1
EFAU004_01305	217	155	1
EFAU004_01306	158	131	1
EFAU004_01309	66	57	1
EFAU004_01312	103	71	1
EFAU004_01316	215	140	1
EFAU004_01320	250	193	1
EFAU004_01327	49	42	1
EFAU004_01328	266	163	1
EFAU004_01332	51	46	2
EFAU004_01336	272	171	1
EFAU004_01339	130	79	1
EFAU004_01347	43	35	1
EFAU004_01348	159	109	1
EFAU004_01349	120	80	1
EFAU004_01354	163	120	1
EFAU004_01357	217	147	1
EFAU004_01386	338	265	1
EFAU004_01392	203	145	1
EFAU004_01396	305	239	1
EFAU004_01402	155	115	1
EFAU004_01535	208	160	1
EFAU004_01538	72	53	1
EFAU004_01539	348	239	1
EFAU004_01545	356	239	1
EFAU004_01553	310	245	1
EFAU004_01560	130	97	1
EFAU004_01562	101	83	1
EFAU004_01567	103	86	1
EFAU004_01568	218	181	1
EFAU004_01580	266	224	1
EFAU004_01588	64	42	2
EFAU004_01652	326	225	1
EFAU004_01657	443	332	1
EFAU004_01660	263	216	1
EFAU004_01668	255	172	1
EFAU004_01672	289	214	1
EFAU004_01687	251	194	1
EFAU004_01690	330	209	1
EFAU004_01696	280	217	1
EFAU004_01700	320	205	1
EFAU004_01711	306	213	1
EFAU004_01719	129	81	1
EFAU004_01721	401	304	1
EFAU004_01726	148	136	1
EFAU004_01729	123	100	1
EFAU004_01732	118	47	2
EFAU004_01735	230	143	1
EFAU004_01738	238	181	1
EFAU004_01744	202	179	1
EFAU004_01749	208	163	1
EFAU004_01754	344	249	1
EFAU004_01770	150	121	1
EFAU004_01773	108	98	1
EFAU004_01775	48	34	4
EFAU004_01777	49	42	3
EFAU004_01782	145	89	1
EFAU004_01785	326	231	1
EFAU004_01790	248	172	1
EFAU004_01793	215	164	1
EFAU004_01800	208	164	1
EFAU004_01870	176	130	1
EFAU004_01878	330	233	1
EFAU004_01906	148	118	1
EFAU004_01909	323	248	1
EFAU004_01927	214	142	1
EFAU004_01929	73	70	2
EFAU004_01930	99	87	9
EFAU004_01934	492	390	1
EFAU004_01938	202	167	1
EFAU004_01988	678	556	1
EFAU004_01997	155	142	1
EFAU004_01998	66	38	2
EFAU004_02000	366	265	1
EFAU004_02005	474	377	1
EFAU004_02013	422	337	1
EFAU004_02016	567	453	1
EFAU004_02024	234	175	1
EFAU004_02031	186	133	1
EFAU004_02033	218	187	1
EFAU004_02036	396	274	1
EFAU004_02045	101	84	1
EFAU004_02047	188	125	1
EFAU004_02054	328	278	1
EFAU004_02060	120	100	1
EFAU004_02065	559	417	1
EFAU004_02075	272	214	1
EFAU004_02081	198	119	1
EFAU004_02086	205	162	1
EFAU004_02093	166	129	1
EFAU004_02098	188	140	1
EFAU004_02100	450	314	1
EFAU004_02108	498	383	1
EFAU004_02123	155	121	1
EFAU004_02125	355	263	1
EFAU004_02173	185	153	1
EFAU004_02178	383	311	1
EFAU004_02191	108	78	1
EFAU004_02194	104	65	2
EFAU004_02197	44	32	1
EFAU004_02199	49	33	1
EFAU004_02202	274	192	1
EFAU004_02206	222	163	1
EFAU004_02211	234	146	1
EFAU004_02221	84	68	1
EFAU004_02222	77	52	1
EFAU004_02224	117	84	1
EFAU004_02227	223	134	1
EFAU004_02232	148	90	1
EFAU004_02235	299	191	1
EFAU004_02243	160	100	1
EFAU004_02247	70	51	1
EFAU004_02248	237	173	1
EFAU004_02253	204	140	1
EFAU004_02258	94	75	1
EFAU004_02259	123	87	1
EFAU004_02262	333	249	1
EFAU004_02268	176	122	1
EFAU004_02274	67	46	3
EFAU004_02276	298	170	1
EFAU004_02281	266	167	3
EFAU004_02296	60	34	1
EFAU004_02298	205	149	1
EFAU004_02304	124	89	1
EFAU004_02308	137	82	1
EFAU004_02313	247	150	1
EFAU004_02317	366	274	1
EFAU004_02325	211	159	1
EFAU004_02329	103	83	2
EFAU004_02331	222	143	1
EFAU004_02339	247	201	1
EFAU004_02351	238	149	1
EFAU004_02355	218	129	1
EFAU004_02420	340	232	1
EFAU004_02426	121	84	1
EFAU004_02435	138	87	1
EFAU004_02436	51	42	1
EFAU004_02438	115	94	2
EFAU004_02442	261	205	1
EFAU004_02449	76	64	1
EFAU004_02452	104	70	1
EFAU004_02456	243	159	2
EFAU004_02472	231	143	1
EFAU004_02484	154	124	1
EFAU004_02487	480	364	1
EFAU004_02496	219	149	1
EFAU004_02499	122	82	1
EFAU004_02502	212	150	1
EFAU004_02506	95	56	2
EFAU004_02513	137	91	1
EFAU004_02520	132	73	1
EFAU004_02522	271	176	1
EFAU004_02552	62	51	2
EFAU004_02553	425	325	1
EFAU004_02559	344	256	1
EFAU004_02564	210	127	1
EFAU004_02569	270	178	1
EFAU004_02588	278	205	1
EFAU004_02592	269	173	1
EFAU004_02599	340	235	1
EFAU004_02607	171	113	1
EFAU004_02609	267	187	1
EFAU004_02615	130	111	1
EFAU004_02618	400	285	1
EFAU004_02624	66	48	1
EFAU004_02627	212	139	1
EFAU004_02635	155	101	1
EFAU004_02640	176	115	1
EFAU004_02643	267	198	1
EFAU004_02649	114	82	1
EFAU004_02653	198	110	1
EFAU004_02658	214	132	1
EFAU004_02662	141	118	1
EFAU004_02689	234	160	1
EFAU004_02816	83	73	1
EFAU004_02819	132	108	1
EFAU004_02832	560	464	1
EFAU004_02849	392	284	1
EFAU004_02856	147	81	1
EFAU004_02863	79	64	1
EFAU004_02864	143	102	1
