Gene	Total_alleles	Valid_alleles	Number_representatives
GCF-001455995-protein8540	13	13	1
GCF-001455995-protein8743	11	11	1
GCF-001455995-protein9148	13	13	1
GCF-001456055-protein1020	15	15	1
GCF-001456055-protein1086	11	11	1
GCF-001456055-protein1122	10	10	1
GCF-001456055-protein1154	14	14	1
GCF-001456055-protein1226	13	13	1
GCF-001456055-protein139	9	9	1
GCF-001456055-protein1427	9	9	1
GCF-001456055-protein1456	13	13	1
GCF-001456055-protein1519	14	14	1
GCF-001456055-protein1684	15	15	1
GCF-001456055-protein1756	13	13	1
GCF-001456055-protein1806	12	12	1
GCF-001456055-protein1862	14	14	1
GCF-001456055-protein1935	16	16	1
GCF-001456055-protein2083	16	16	1
GCF-001456055-protein219	15	15	1
GCF-001456055-protein2230	14	14	1
GCF-001456055-protein2313	16	16	1
GCF-001456055-protein237	13	13	1
GCF-001456055-protein2430	11	11	1
GCF-001456055-protein2480	16	16	1
GCF-001456055-protein2557	14	14	1
GCF-001456055-protein2623	13	13	1
GCF-001456055-protein2656	14	14	1
GCF-001456055-protein2719	5	5	1
GCF-001456055-protein2766	16	16	1
GCF-001456055-protein2877	9	9	1
GCF-001456055-protein2902	7	7	1
GCF-001456055-protein2941	11	11	1
GCF-001456055-protein3022	12	12	1
GCF-001456055-protein311	14	14	1
GCF-001456055-protein3257	11	11	1
GCF-001456055-protein3340	16	16	1
GCF-001456055-protein3442	12	12	1
GCF-001456055-protein3552	16	16	1
GCF-001456055-protein3665	14	14	1
GCF-001456055-protein3743	7	7	1
GCF-001456055-protein3791	5	5	1
GCF-001456055-protein4021	14	14	1
GCF-001456055-protein4094	17	17	1
GCF-001456055-protein4238	20	20	1
GCF-001456055-protein4381	18	18	1
GCF-001456055-protein4476	12	12	1
GCF-001456055-protein4558	12	12	1
GCF-001456055-protein468	13	13	1
GCF-001456055-protein4811	14	14	1
GCF-001456055-protein4870	6	6	1
GCF-001456055-protein494	11	11	1
GCF-001456055-protein518	12	12	1
GCF-001456055-protein641	15	15	1
GCF-001456055-protein777	15	15	1
GCF-001456055-protein91	17	17	1
GCF-001456055-protein953	8	8	1
GCF-001456135-protein1031	14	14	1
GCF-001456135-protein1126	15	15	1
GCF-001456135-protein139	14	14	1
GCF-001456135-protein1858	16	16	1
GCF-001456135-protein1954	16	16	1
GCF-001456135-protein2129	13	13	1
GCF-001456135-protein2390	14	14	1
GCF-001456135-protein244	16	16	1
GCF-001456135-protein2786	8	8	1
GCF-001456135-protein3028	10	10	1
GCF-001456135-protein3804	20	20	1
GCF-001456135-protein4197	15	15	1
GCF-001456135-protein4282	9	9	1
GCF-001456135-protein4329	17	17	1
GCF-001456135-protein4440	15	15	1
GCF-001456135-protein4780	14	14	1
GCF-001456135-protein4948	15	15	1
GCF-001456135-protein665	12	12	1
GCF-001456135-protein891	11	11	1
GCF-001456135-protein903	7	7	1
GCF-001482345-protein10000	12	12	1
GCF-001482345-protein10112	17	17	1
GCF-001482345-protein10462	20	20	1
GCF-001482345-protein5900	12	12	1
GCF-001482345-protein6255	16	16	1
GCF-001482345-protein6464	14	14	1
GCF-001482345-protein6714	16	16	1
GCF-001482345-protein7086	16	16	1
GCF-001482345-protein7570	17	17	1
GCF-001482345-protein7736	13	13	1
GCF-001482345-protein7973	13	13	1
GCF-001482345-protein8170	12	12	1
GCF-001482345-protein8413	21	21	1
GCF-001482345-protein8507	19	19	1
GCF-001482345-protein8982	13	13	1
GCF-001482345-protein9239	17	17	1
GCF-001482345-protein9726	12	12	1
GCF-001482345-protein9797	9	9	1
GCF-001482345-protein9885	17	17	1
GCF-001482345-protein9902	7	7	1
GCF-001548315-protein1097	9	9	2
GCF-001548315-protein1239	15	15	1
GCF-001548315-protein1349	13	13	1
GCF-001548315-protein1410	11	11	1
GCF-001548315-protein1481	5	5	1
GCF-001548315-protein158	15	15	1
GCF-001548315-protein1642	15	15	1
GCF-001548315-protein1854	19	19	1
GCF-001548315-protein1935	16	16	1
GCF-001548315-protein1973	17	17	1
GCF-001548315-protein2093	18	18	1
GCF-001548315-protein2330	17	17	1
GCF-001548315-protein2564	16	16	1
GCF-001548315-protein2720	12	12	1
GCF-001548315-protein2803	16	16	1
GCF-001548315-protein2928	14	14	1
GCF-001548315-protein3221	11	11	1
GCF-001548315-protein3268	7	7	1
GCF-001548315-protein3388	17	17	1
GCF-001548315-protein3584	8	8	2
GCF-001548315-protein3611	12	12	1
GCF-001548315-protein3665	15	15	1
GCF-001548315-protein3860	11	11	1
GCF-001548315-protein3993	8	8	1
GCF-001548315-protein4034	13	13	1
GCF-001548315-protein4173	11	11	1
GCF-001548315-protein4356	14	14	1
GCF-001548315-protein46	16	16	1
GCF-001548315-protein4721	16	16	1
GCF-001548315-protein63	15	15	1
GCF-001548315-protein772	5	5	1
GCF-001548315-protein778	10	10	1
GCF-001548315-protein861	10	10	1
GCF-001548315-protein940	15	15	1
GCF-001644765-protein10029	15	15	1
GCF-001644765-protein10059	10	10	1
GCF-001644765-protein10135	11	11	1
GCF-001644765-protein10179	14	14	1
GCF-001644765-protein5118	17	17	1
GCF-001644765-protein5153	7	7	1
GCF-001644765-protein5204	13	13	1
GCF-001644765-protein5262	6	6	1
GCF-001644765-protein5266	12	12	1
GCF-001644765-protein5380	12	12	1
GCF-001644765-protein5466	15	15	1
GCF-001644765-protein5482	15	15	1
GCF-001644765-protein5504	11	11	1
GCF-001644765-protein5587	13	13	1
GCF-001644765-protein5641	8	8	1
GCF-001644765-protein5674	12	12	1
GCF-001644765-protein5722	4	4	1
GCF-001644765-protein5727	10	10	1
GCF-001644765-protein5767	14	14	1
GCF-001644765-protein5793	13	13	1
GCF-001644765-protein5830	13	13	1
GCF-001644765-protein5878	14	14	1
GCF-001644765-protein5937	9	9	1
GCF-001644765-protein5969	14	14	1
GCF-001644765-protein6000	12	12	1
GCF-001644765-protein6068	12	12	1
GCF-001644765-protein6095	14	14	1
GCF-001644765-protein6241	10	10	1
GCF-001644765-protein6286	14	14	1
GCF-001644765-protein6366	13	13	1
GCF-001644765-protein6426	11	11	1
GCF-001644765-protein6467	16	16	1
GCF-001644765-protein6485	21	21	1
GCF-001644765-protein6599	20	20	1
GCF-001644765-protein6629	18	18	1
GCF-001644765-protein6744	12	12	1
GCF-001644765-protein6778	13	13	1
GCF-001644765-protein6809	20	20	1
GCF-001644765-protein6868	19	19	1
GCF-001644765-protein6915	12	12	1
GCF-001644765-protein6929	14	14	1
GCF-001644765-protein6985	14	14	1
GCF-001644765-protein7041	16	16	1
GCF-001644765-protein7075	15	15	1
GCF-001644765-protein7130	15	15	1
GCF-001644765-protein7164	18	18	1
GCF-001644765-protein7237	13	13	1
GCF-001644765-protein7247	17	17	1
GCF-001644765-protein7312	17	17	1
GCF-001644765-protein7390	16	16	1
GCF-001644765-protein7567	15	15	1
GCF-001644765-protein7634	14	14	1
GCF-001644765-protein7741	12	12	1
GCF-001644765-protein7808	13	13	1
GCF-001644765-protein7893	7	7	1
GCF-001644765-protein7947	10	10	1
GCF-001644765-protein7995	14	14	1
GCF-001644765-protein8032	9	9	1
GCF-001644765-protein8069	14	14	1
GCF-001644765-protein8121	12	12	1
GCF-001644765-protein8184	5	5	1
GCF-001644765-protein8196	17	17	1
GCF-001644765-protein8246	14	14	1
GCF-001644765-protein8292	10	10	1
GCF-001644765-protein8357	14	14	1
GCF-001644765-protein8411	9	9	1
GCF-001644765-protein8455	16	16	1
GCF-001644765-protein8500	13	13	1
GCF-001644765-protein8563	14	14	2
GCF-001644765-protein8639	16	16	1
GCF-001644765-protein8677	16	16	1
GCF-001644765-protein8799	14	14	1
GCF-001644765-protein8826	6	6	1
GCF-001644765-protein8831	14	14	1
GCF-001644765-protein8871	15	15	1
GCF-001644765-protein8964	10	10	1
GCF-001644765-protein8984	12	12	1
GCF-001644765-protein9089	15	15	1
GCF-001644765-protein9132	10	10	1
GCF-001644765-protein9141	13	13	1
GCF-001644765-protein9193	16	16	1
GCF-001644765-protein9269	13	13	1
GCF-001644765-protein9296	9	9	1
GCF-001644765-protein9334	16	16	1
GCF-001644765-protein9440	14	14	1
GCF-001644765-protein9460	12	12	1
GCF-001644765-protein9515	3	3	1
GCF-001644765-protein9542	9	9	1
GCF-001644765-protein9579	12	12	1
GCF-001644765-protein9653	7	7	1
GCF-001644765-protein9655	15	15	1
GCF-001644765-protein9708	16	16	1
GCF-001644765-protein9791	13	13	1
GCF-001644765-protein9922	15	15	1
GCF-001644765-protein9956	13	13	1
GCF-001646625-protein1647	15	15	1
GCF-001646625-protein336	17	17	1
GCF-001646625-protein4124	12	12	1
GCF-001646625-protein4839	17	17	2
GCF-000364385-protein108	12	12	1
GCF-000364385-protein1383	15	15	1
GCF-000364385-protein1466	4	4	1
GCF-000364385-protein1480	16	16	1
GCF-000364385-protein1574	8	8	1
GCF-000364385-protein1628	12	12	1
GCF-000364385-protein1766	17	17	1
GCF-000364385-protein1932	9	9	1
GCF-000364385-protein2029	12	12	1
GCF-000364385-protein2331	12	12	1
GCF-000364385-protein2479	11	11	1
GCF-000364385-protein2497	9	9	1
GCF-000364385-protein2648	16	16	1
GCF-000364385-protein2917	16	16	1
GCF-000364385-protein3047	13	13	1
GCF-000364385-protein311	14	14	1
GCF-000364385-protein3232	19	19	1
GCF-000364385-protein3414	21	21	1
GCF-000364385-protein3708	14	14	1
GCF-000364385-protein3849	13	13	1
GCF-000364385-protein3980	13	13	1
GCF-000364385-protein4090	11	11	1
GCF-000364385-protein4121	12	12	1
GCF-000364385-protein427	18	18	1
GCF-000364385-protein446	16	16	1
GCF-000364385-protein4848	14	14	1
GCF-000364385-protein4941	12	12	1
GCF-000364385-protein5090	16	16	1
GCF-000364385-protein635	15	15	1
GCF-000364385-protein731	15	15	1
GCF-000364385-protein814	12	12	1
GCF-000364385-protein933	3	3	1
GCF-000364385-protein934	13	13	1
GCF-000739495-protein5579	10	10	1
GCF-000739495-protein7206	25	25	9
GCF-000764615-protein1023	8	8	1
GCF-000764615-protein1907	10	10	1
GCF-000764615-protein2699	18	18	1
GCF-000764615-protein3883	15	15	1
GCF-000775955-protein10183	16	16	1
GCF-000775955-protein5571	15	15	1
GCF-000775955-protein5850	17	17	1
GCF-000775955-protein6881	24	24	1
GCF-000775955-protein7112	16	16	1
GCF-000775955-protein7896	16	16	1
GCF-000775955-protein8804	15	15	1
GCF-000775955-protein9686	16	16	1
GCF-000807395-protein1003	14	14	1
GCF-000807395-protein1033	15	15	1
GCF-000807395-protein105	13	13	1
GCF-000807395-protein1059	13	13	1
GCF-000807395-protein1071	14	14	1
GCF-000807395-protein1075	15	15	1
GCF-000807395-protein1090	15	15	1
GCF-000807395-protein1102	16	16	1
GCF-000807395-protein1117	15	15	1
GCF-000807395-protein1136	9	9	1
GCF-000807395-protein1141	16	16	1
GCF-000807395-protein1162	12	12	1
GCF-000807395-protein117	15	15	1
GCF-000807395-protein1180	15	15	1
GCF-000807395-protein1189	15	15	1
GCF-000807395-protein1197	10	10	1
GCF-000807395-protein1221	13	13	1
GCF-000807395-protein1247	10	10	1
GCF-000807395-protein1251	14	14	1
GCF-000807395-protein1264	15	15	1
GCF-000807395-protein1281	14	14	1
GCF-000807395-protein1293	14	14	1
GCF-000807395-protein1308	13	13	1
GCF-000807395-protein134	15	15	1
GCF-000807395-protein1346	17	17	1
GCF-000807395-protein1363	17	17	1
GCF-000807395-protein1372	15	15	1
GCF-000807395-protein1392	14	14	1
GCF-000807395-protein1397	10	10	1
GCF-000807395-protein1402	15	15	1
GCF-000807395-protein1433	12	12	1
GCF-000807395-protein1461	14	14	1
GCF-000807395-protein1470	16	16	1
GCF-000807395-protein1490	14	14	1
GCF-000807395-protein1495	16	16	1
GCF-000807395-protein169	16	16	1
GCF-000807395-protein173	17	17	1
GCF-000807395-protein183	13	13	1
GCF-000807395-protein201	13	13	1
GCF-000807395-protein214	15	15	1
GCF-000807395-protein2261	17	17	1
GCF-000807395-protein230	16	16	1
GCF-000807395-protein241	15	15	1
GCF-000807395-protein246	16	16	1
GCF-000807395-protein2497	15	15	1
GCF-000807395-protein2525	18	18	1
GCF-000807395-protein2549	15	15	1
GCF-000807395-protein2559	15	15	1
GCF-000807395-protein2580	16	16	1
GCF-000807395-protein2600	16	16	1
GCF-000807395-protein2611	13	13	1
GCF-000807395-protein2641	9	9	1
GCF-000807395-protein2661	16	16	1
GCF-000807395-protein2676	16	16	1
GCF-000807395-protein2688	15	15	1
GCF-000807395-protein2696	15	15	1
GCF-000807395-protein270	15	15	1
GCF-000807395-protein2717	18	18	1
GCF-000807395-protein2735	14	14	1
GCF-000807395-protein2742	16	16	1
GCF-000807395-protein275	12	12	1
GCF-000807395-protein2765	16	16	1
GCF-000807395-protein279	16	16	1
GCF-000807395-protein2837	13	13	1
GCF-000807395-protein2845	13	13	1
GCF-000807395-protein2858	18	18	1
GCF-000807395-protein2905	14	14	1
GCF-000807395-protein293	5	5	1
GCF-000807395-protein2933	14	14	1
GCF-000807395-protein2943	16	16	1
GCF-000807395-protein2951	14	14	1
GCF-000807395-protein2973	11	11	1
GCF-000807395-protein298	16	16	1
GCF-000807395-protein299	14	14	1
GCF-000807395-protein300	7	7	1
GCF-000807395-protein301	16	16	1
GCF-000807395-protein3043	14	14	1
GCF-000807395-protein3056	15	15	1
GCF-000807395-protein3098	12	12	1
GCF-000807395-protein311	16	16	1
GCF-000807395-protein3124	16	16	1
GCF-000807395-protein3135	10	10	1
GCF-000807395-protein317	14	14	1
GCF-000807395-protein3211	11	11	1
GCF-000807395-protein3219	14	14	1
GCF-000807395-protein323	15	15	1
GCF-000807395-protein3255	16	16	1
GCF-000807395-protein3289	15	15	1
GCF-000807395-protein3293	15	15	1
GCF-000807395-protein333	14	14	1
GCF-000807395-protein3385	16	16	1
GCF-000807395-protein3388	16	16	1
GCF-000807395-protein3399	9	9	1
GCF-000807395-protein3420	13	13	1
GCF-000807395-protein3427	6	6	1
GCF-000807395-protein3439	13	13	1
GCF-000807395-protein3452	15	15	1
GCF-000807395-protein3463	10	10	1
GCF-000807395-protein3479	13	13	1
GCF-000807395-protein3507	14	14	1
GCF-000807395-protein3513	13	13	1
GCF-000807395-protein353	11	11	1
GCF-000807395-protein3544	14	14	1
GCF-000807395-protein3583	14	14	1
GCF-000807395-protein3590	15	15	1
GCF-000807395-protein3597	15	15	1
GCF-000807395-protein3602	17	17	1
GCF-000807395-protein3611	10	10	1
GCF-000807395-protein3618	16	16	1
GCF-000807395-protein3631	13	13	1
GCF-000807395-protein3649	16	16	1
GCF-000807395-protein3653	14	14	1
GCF-000807395-protein3660	15	15	1
GCF-000807395-protein3673	15	15	1
GCF-000807395-protein3699	15	15	1
GCF-000807395-protein3708	15	15	1
GCF-000807395-protein3715	16	16	1
GCF-000807395-protein3726	15	15	1
GCF-000807395-protein3738	16	16	1
GCF-000807395-protein381	9	9	1
GCF-000807395-protein3842	14	14	1
GCF-000807395-protein3849	16	16	1
GCF-000807395-protein3880	13	13	1
GCF-000807395-protein3887	15	15	1
GCF-000807395-protein3902	16	16	1
GCF-000807395-protein3924	4	4	1
GCF-000807395-protein3929	16	16	1
GCF-000807395-protein3943	14	14	1
GCF-000807395-protein3958	12	12	1
GCF-000807395-protein3976	15	15	1
GCF-000807395-protein4000	17	17	1
GCF-000807395-protein4018	16	16	1
GCF-000807395-protein4029	15	15	1
GCF-000807395-protein4064	15	15	1
GCF-000807395-protein4093	14	14	1
GCF-000807395-protein4117	14	14	1
GCF-000807395-protein4146	13	13	1
GCF-000807395-protein4158	14	14	1
GCF-000807395-protein4167	16	16	1
GCF-000807395-protein4204	16	16	1
GCF-000807395-protein422	15	15	1
GCF-000807395-protein4241	16	16	1
GCF-000807395-protein4257	16	16	1
GCF-000807395-protein4293	15	15	1
GCF-000807395-protein4303	14	14	1
GCF-000807395-protein4333	16	16	1
GCF-000807395-protein4346	10	10	1
GCF-000807395-protein4348	8	8	1
GCF-000807395-protein4366	14	14	1
GCF-000807395-protein4381	14	14	2
GCF-000807395-protein4399	16	16	1
GCF-000807395-protein4424	16	16	1
GCF-000807395-protein4433	15	15	1
GCF-000807395-protein4450	15	15	1
GCF-000807395-protein4453	11	11	1
GCF-000807395-protein4480	16	16	1
GCF-000807395-protein4485	15	15	1
GCF-000807395-protein4496	15	15	1
GCF-000807395-protein4506	18	18	1
GCF-000807395-protein4519	16	16	1
GCF-000807395-protein4528	16	16	1
GCF-000807395-protein4555	17	17	1
GCF-000807395-protein4584	14	14	1
GCF-000807395-protein46	12	12	1
GCF-000807395-protein4604	10	10	1
GCF-000807395-protein4612	12	12	1
GCF-000807395-protein4640	17	17	1
GCF-000807395-protein465	8	8	1
GCF-000807395-protein4658	15	15	1
GCF-000807395-protein4665	14	14	1
GCF-000807395-protein4689	5	5	1
GCF-000807395-protein4698	16	16	1
GCF-000807395-protein4708	15	15	1
GCF-000807395-protein4751	14	14	2
GCF-000807395-protein4784	15	15	1
GCF-000807395-protein4808	13	13	1
GCF-000807395-protein4844	15	15	1
GCF-000807395-protein4850	18	18	1
GCF-000807395-protein4881	17	17	1
GCF-000807395-protein4905	10	10	1
GCF-000807395-protein4907	16	16	1
GCF-000807395-protein4922	17	17	1
GCF-000807395-protein4950	15	15	1
GCF-000807395-protein4987	12	12	1
GCF-000807395-protein5010	11	11	1
GCF-000807395-protein5021	16	16	1
GCF-000807395-protein518	9	9	1
GCF-000807395-protein527	16	16	1
GCF-000807395-protein559	15	15	1
GCF-000807395-protein606	8	8	1
GCF-000807395-protein610	16	16	1
GCF-000807395-protein62	14	14	1
GCF-000807395-protein640	15	15	1
GCF-000807395-protein669	12	12	1
GCF-000807395-protein684	14	14	1
GCF-000807395-protein7	15	15	1
GCF-000807395-protein71	10	10	1
GCF-000807395-protein73	16	16	1
GCF-000807395-protein788	10	10	1
GCF-000807395-protein82	14	14	1
GCF-000807395-protein833	16	16	1
GCF-000807395-protein84	15	15	1
GCF-000807395-protein852	15	15	1
GCF-000807395-protein884	9	9	1
GCF-000807395-protein915	15	15	1
GCF-000807395-protein94	15	15	1
GCF-000807395-protein944	16	16	1
GCF-000807395-protein955	14	14	1
GCF-000807395-protein964	10	10	1
GCF-000807395-protein977	14	14	1
GCF-000807395-protein996	13	13	1
GCF-000814305-protein6308	14	14	1
GCF-000814305-protein6923	22	22	1
GCF-000814305-protein8402	15	15	1
GCF-000814305-protein8882	13	13	1
GCF-000814305-protein9220	16	16	1
GCF-000968155-protein1037	13	13	1
GCF-000968155-protein1353	14	14	1
GCF-000968155-protein2440	14	14	1
GCF-000968155-protein2767	16	16	1
GCF-000968155-protein2994	15	15	1
GCF-000968155-protein315	15	15	1
GCF-000968155-protein3328	13	13	1
GCF-000968155-protein3686	20	20	1
GCF-000968155-protein3815	19	19	1
GCF-000968155-protein5188	12	12	2
GCF-000968155-protein806	16	16	1
GCF-001022035-protein10162	18	18	1
GCF-001022035-protein5609	13	13	1
GCF-001022035-protein5935	13	13	1
GCF-001022035-protein6013	14	14	1
GCF-001022035-protein6022	16	16	1
GCF-001022035-protein6038	15	15	1
GCF-001022035-protein6121	17	17	1
GCF-001022035-protein6142	17	17	1
GCF-001022035-protein6156	18	18	1
GCF-001022035-protein6164	16	16	1
GCF-001022035-protein6175	15	15	1
GCF-001022035-protein6180	19	19	1
GCF-001022035-protein6199	15	15	1
GCF-001022035-protein6223	18	18	1
GCF-001022035-protein6233	17	17	1
GCF-001022035-protein6247	18	18	1
GCF-001022035-protein6259	15	15	1
GCF-001022035-protein6281	3	3	1
GCF-001022035-protein6298	18	18	1
GCF-001022035-protein6318	17	17	1
GCF-001022035-protein6325	14	14	1
GCF-001022035-protein6349	12	12	1
GCF-001022035-protein6362	13	13	1
GCF-001022035-protein6383	17	17	1
GCF-001022035-protein6395	18	18	1
GCF-001022035-protein6410	16	16	1
GCF-001022035-protein6428	14	14	1
GCF-001022035-protein6452	16	16	1
GCF-001022035-protein6455	16	16	1
GCF-001022035-protein6468	14	14	1
GCF-001022035-protein6477	17	17	1
GCF-001022035-protein6485	19	19	1
GCF-001022035-protein6491	18	18	1
GCF-001022035-protein6497	17	17	1
GCF-001022035-protein6501	17	17	1
GCF-001022035-protein6510	16	16	1
GCF-001022035-protein6536	18	18	1
GCF-001022035-protein6550	14	14	1
GCF-001022035-protein6598	20	20	1
GCF-001022035-protein6665	19	19	1
GCF-001022035-protein6683	20	20	1
GCF-001022035-protein6704	20	20	1
GCF-001022035-protein6755	17	17	1
GCF-001022035-protein6774	17	17	1
GCF-001022035-protein6803	17	17	1
GCF-001022035-protein6810	20	20	1
GCF-001022035-protein6832	19	19	1
GCF-001022035-protein6846	20	20	1
GCF-001022035-protein6863	22	22	1
GCF-001022035-protein6896	23	23	1
GCF-001022035-protein6908	20	20	1
GCF-001022035-protein6925	20	20	1
GCF-001022035-protein6943	22	22	1
GCF-001022035-protein6957	21	21	1
GCF-001022035-protein6971	16	16	1
GCF-001022035-protein6994	17	17	1
GCF-001022035-protein7446	15	15	1
GCF-001022035-protein7908	8	8	1
GCF-001022035-protein8261	15	15	1
GCF-001022035-protein9159	17	17	1
GCF-001022035-protein9340	16	16	1
GCF-001022035-protein9680	18	18	1
GCF-001022175-protein1002	11	11	1
GCF-001022175-protein1019	15	15	1
GCF-001022175-protein1042	13	13	1
GCF-001022175-protein108	5	5	1
GCF-001022175-protein1088	5	5	1
GCF-001022175-protein1091	13	13	1
GCF-001022175-protein1102	8	8	1
GCF-001022175-protein1113	13	13	1
GCF-001022175-protein1119	10	10	1
GCF-001022175-protein1130	2	2	1
GCF-001022175-protein1139	7	7	1
GCF-001022175-protein1149	7	7	1
GCF-001022175-protein1154	6	6	1
GCF-001022175-protein1161	7	7	1
GCF-001022175-protein1178	10	10	1
GCF-001022175-protein1192	10	10	1
GCF-001022175-protein12	11	11	1
GCF-001022175-protein1206	11	11	1
GCF-001022175-protein1213	13	13	1
GCF-001022175-protein1222	10	10	1
GCF-001022175-protein1235	12	12	1
GCF-001022175-protein1248	12	12	1
GCF-001022175-protein1255	10	10	1
GCF-001022175-protein1262	12	12	1
GCF-001022175-protein1281	10	10	1
GCF-001022175-protein1286	11	11	1
GCF-001022175-protein1311	14	14	1
GCF-001022175-protein1316	2	2	1
GCF-001022175-protein1320	13	13	1
GCF-001022175-protein1332	15	15	1
GCF-001022175-protein1346	14	14	1
GCF-001022175-protein1359	13	13	1
GCF-001022175-protein1374	4	4	1
GCF-001022175-protein140	12	12	1
GCF-001022175-protein142	13	13	1
GCF-001022175-protein143	14	14	1
GCF-001022175-protein1445	3	3	1
GCF-001022175-protein1454	14	14	1
GCF-001022175-protein1491	16	16	1
GCF-001022175-protein1502	15	15	1
GCF-001022175-protein1532	3	3	1
GCF-001022175-protein1535	5	5	1
GCF-001022175-protein1543	10	10	1
GCF-001022175-protein1550	3	3	1
GCF-001022175-protein1554	16	16	1
GCF-001022175-protein1565	6	6	1
GCF-001022175-protein1568	1	1	1
GCF-001022175-protein1569	7	7	1
GCF-001022175-protein1577	5	5	1
GCF-001022175-protein1588	15	15	1
GCF-001022175-protein1611	12	12	1
GCF-001022175-protein1629	3	3	1
GCF-001022175-protein1636	5	5	1
GCF-001022175-protein1641	11	11	1
GCF-001022175-protein1649	4	4	1
GCF-001022175-protein1662	12	12	1
GCF-001022175-protein1680	14	14	1
GCF-001022175-protein1685	17	17	1
GCF-001022175-protein1696	7	7	1
GCF-001022175-protein17	14	14	1
GCF-001022175-protein171	8	8	1
GCF-001022175-protein174	11	11	1
GCF-001022175-protein176	4	4	1
GCF-001022175-protein1765	13	13	1
GCF-001022175-protein177	11	11	1
GCF-001022175-protein1794	16	16	1
GCF-001022175-protein1806	8	8	1
GCF-001022175-protein1812	9	9	1
GCF-001022175-protein1818	2	2	1
GCF-001022175-protein1821	16	16	1
GCF-001022175-protein183	12	12	1
GCF-001022175-protein1843	5	5	1
GCF-001022175-protein1844	4	4	1
GCF-001022175-protein1851	17	17	1
GCF-001022175-protein1866	14	14	1
GCF-001022175-protein1877	16	16	1
GCF-001022175-protein1886	16	16	1
GCF-001022175-protein1908	3	3	1
GCF-001022175-protein191	10	10	1
GCF-001022175-protein1916	7	7	1
GCF-001022175-protein1920	8	8	1
GCF-001022175-protein1925	12	12	1
GCF-001022175-protein1950	1	1	1
GCF-001022175-protein1952	17	17	1
GCF-001022175-protein1961	8	8	1
GCF-001022175-protein1967	4	4	1
GCF-001022175-protein197	13	13	1
GCF-001022175-protein1981	10	10	1
GCF-001022175-protein1985	11	11	1
GCF-001022175-protein1994	3	3	1
GCF-001022175-protein1998	14	14	1
GCF-001022175-protein2000	9	9	1
GCF-001022175-protein2012	6	6	1
GCF-001022175-protein2037	5	5	1
GCF-001022175-protein2044	10	10	1
GCF-001022175-protein2060	15	15	1
GCF-001022175-protein212	6	6	1
GCF-001022175-protein2122	4	4	1
GCF-001022175-protein2126	10	10	1
GCF-001022175-protein2137	11	11	1
GCF-001022175-protein2154	2	2	1
GCF-001022175-protein2157	8	8	1
GCF-001022175-protein2171	16	16	1
GCF-001022175-protein2181	13	13	1
GCF-001022175-protein219	8	8	1
GCF-001022175-protein2201	14	14	1
GCF-001022175-protein2222	10	10	1
GCF-001022175-protein2230	13	13	1
GCF-001022175-protein2237	16	16	1
GCF-001022175-protein2246	13	13	1
GCF-001022175-protein2259	14	14	1
GCF-001022175-protein2275	14	14	1
GCF-001022175-protein2295	6	6	1
GCF-001022175-protein2298	6	6	1
GCF-001022175-protein2300	5	5	1
GCF-001022175-protein2307	3	3	1
GCF-001022175-protein2309	7	7	1
GCF-001022175-protein2334	13	13	1
GCF-001022175-protein2348	14	14	1
GCF-001022175-protein2361	7	7	1
GCF-001022175-protein2369	6	6	1
GCF-001022175-protein2381	9	9	1
GCF-001022175-protein239	6	6	1
GCF-001022175-protein2394	8	8	1
GCF-001022175-protein2404	5	5	1
GCF-001022175-protein2410	3	3	1
GCF-001022175-protein2417	3	3	1
GCF-001022175-protein2422	3	3	1
GCF-001022175-protein2425	2	2	1
GCF-001022175-protein2429	4	4	1
GCF-001022175-protein2437	2	2	1
GCF-001022175-protein2440	4	4	1
GCF-001022175-protein2446	7	7	1
GCF-001022175-protein246	4	4	1
GCF-001022175-protein2462	2	2	1
GCF-001022175-protein2463	7	7	1
GCF-001022175-protein2475	7	7	1
GCF-001022175-protein2481	2	2	1
GCF-001022175-protein2482	4	4	1
GCF-001022175-protein2484	6	6	1
GCF-001022175-protein2488	9	9	1
GCF-001022175-protein2507	3	3	1
GCF-001022175-protein2510	2	2	1
GCF-001022175-protein2511	14	14	1
GCF-001022175-protein2518	10	10	1
GCF-001022175-protein2524	11	11	1
GCF-001022175-protein2533	4	4	1
GCF-001022175-protein2536	9	9	1
GCF-001022175-protein2545	10	10	1
GCF-001022175-protein2547	6	6	1
GCF-001022175-protein2551	7	7	1
GCF-001022175-protein2555	14	14	1
GCF-001022175-protein2561	11	11	1
GCF-001022175-protein2585	14	14	1
GCF-001022175-protein2594	14	14	1
GCF-001022175-protein2606	10	10	1
GCF-001022175-protein2612	11	11	2
GCF-001022175-protein2625	10	10	1
GCF-001022175-protein2688	13	13	1
GCF-001022175-protein2691	2	2	1
GCF-001022175-protein2698	3	3	1
GCF-001022175-protein2702	7	7	1
GCF-001022175-protein2712	9	9	1
GCF-001022175-protein2719	7	7	1
GCF-001022175-protein2729	9	9	1
GCF-001022175-protein2742	4	4	1
GCF-001022175-protein2743	13	13	1
GCF-001022175-protein2763	3	3	1
GCF-001022175-protein2768	8	8	1
GCF-001022175-protein2773	11	11	1
GCF-001022175-protein279	14	14	1
GCF-001022175-protein2806	15	15	1
GCF-001022175-protein282	9	9	1
GCF-001022175-protein283	6	6	1
GCF-001022175-protein2837	13	13	1
GCF-001022175-protein2866	7	7	1
