S1	E1	S2	E2	Reference	Contig	IDY	Ambiguous	Best_group
CONTIG	k141_73	24295	correct
259030	259594	1	565	Klebsiella_pneumoniae_subsp._pneumoniae_NZ_CP047675.1	k141_78	99.65	True	True
682244	682808	1	565	Klebsiella_pneumoniae_subsp._pneumoniae_NZ_CP047675.1	k141_78	99.47	True	True
1029734	1030298	1	565	Klebsiella_pneumoniae_MGH_43_NZ_KK036953.1	k141_78	99.12	True	True
1271267	1271831	1	565	Klebsiella_pneumoniae_MGH_43_NZ_KK036953.1	k141_78	99.12	True	True
CONTIG	k141_78	565	ambiguous
1226138	1229634	1	3507	Klebsiella_pneumoniae_MGH_43_NZ_KK036953.1	k141_79	99.17	True	True
121941	125440	1	3507	Klebsiella_pneumoniae_subsp._pneumoniae_NZ_CP047675.1	k141_79	99.06	True	True
1037489	1040981	1	3507	Klebsiella_pneumoniae_subsp._pneumoniae_NZ_CP047675.1	k141_79	99.03	True	True
5253072	5256580	3507	1	Klebsiella_variicola_NZ_CP047360.1	k141_79	99.0	True	True
1134334	1137828	1	3502	Klebsiella_pneumoniae_MGH_43_NZ_KK036953.1	k141_79	99.03	True	True
5344944	5348440	3507	1	Klebsiella_variicola_NZ_CP047360.1	k141_79	98.43	True	True
CONTIG	k141_79	3507	ambiguous
4889691	4916004	1	26314	Klebsiella_pneumoniae_subsp._pneumoniae_NZ_CP047675.1	k141_82	99.65	True	True
1649928	1676240	26314	1	Klebsiella_pneumoniae_MGH_43_NZ_KK036953.1	k141_82	99.63	True	True
CONTIG	k141_82	26314	ambiguous
CONTIG	k141_84	722	unaligned
CONTIG	k141_85	2722	unaligned
1668176	1673659	138	5621	Klebsiella_pneumoniae_subsp._pneumoniae_NZ_CP047675.1	k141_86	99.38		False
4800048	4800642	6216	5621	Klebsiella_pneumoniae_MGH_43_NZ_KK036953.1	k141_86	98.83		False
1691741	1691823	15693	15775	Klebsiella_pneumoniae_subsp._pneumoniae_NZ_CP047675.1	k141_86	98.8		False
4788562	4788644	15775	15693	Klebsiella_pneumoniae_MGH_43_NZ_KK036953.1	k141_86	98.8		False
5063014	5063200	16117	15931	Klebsiella_pneumoniae_MGH_43_NZ_KK036953.1	k141_86	96.79		False
1420984	1421192	15909	16117	Klebsiella_pneumoniae_subsp._pneumoniae_NZ_CP047675.1	k141_86	99.04		False
3486676	3486884	15909	16117	Klebsiella_pneumoniae_MGH_43_NZ_KK036953.1	k141_86	96.17		False
1392144	1392359	15902	16117	Klebsiella_pneumoniae_subsp._pneumoniae_NZ_CP047675.1	k141_86	97.22		False
3573743	3573953	15909	16119	Klebsiella_variicola_NZ_CP047360.1	k141_86	96.21		False
2890415	2890638	16135	15912	Klebsiella_variicola_NZ_CP047360.1	k141_86	96.88		False
2511150	2511376	15909	16135	Klebsiella_pneumoniae_subsp._pneumoniae_NZ_CP047675.1	k141_86	96.48		False
4908742	4908968	15909	16135	Klebsiella_variicola_NZ_CP047360.1	k141_86	96.48		False
4038584	4038810	16135	15909	Klebsiella_pneumoniae_MGH_43_NZ_KK036953.1	k141_86	96.04		False
903399	903625	15909	16135	Klebsiella_pneumoniae_MGH_43_NZ_KK036953.1	k141_86	96.04		False
61405	61631	16135	15909	Klebsiella_variicola_NZ_CP047360.1	k141_86	95.59		False
4393363	4393597	16135	15901	Klebsiella_variicola_NZ_CP047360.1	k141_86	97.45		False
5352533	5352757	16136	15912	Klebsiella_pneumoniae_MGH_43_NZ_KK036953.1	k141_86	97.78		False
5352005	5352229	16136	15912	Klebsiella_pneumoniae_MGH_43_NZ_KK036953.1	k141_86	97.33		False
2200925	2201149	16136	15912	Klebsiella_pneumoniae_subsp._pneumoniae_NZ_CP047675.1	k141_86	96.0		False
3207381	3207605	15912	16136	Klebsiella_variicola_NZ_CP047360.1	k141_86	95.56		False
970174	970399	16136	15910	Klebsiella_variicola_NZ_CP047360.1	k141_86	95.59		False
4330524	4330751	15909	16136	Klebsiella_pneumoniae_MGH_43_NZ_KK036953.1	k141_86	95.61		False
3031931	3032158	16136	15909	Klebsiella_pneumoniae_subsp._pneumoniae_NZ_CP047675.1	k141_86	95.61		False
469732	469959	15909	16136	Klebsiella_pneumoniae_MGH_43_NZ_KK036953.1	k141_86	95.61		False
546984	547211	16136	15909	Klebsiella_pneumoniae_subsp._pneumoniae_NZ_CP047675.1	k141_86	95.18		False
1108837	1109071	15902	16136	Klebsiella_pneumoniae_subsp._pneumoniae_NZ_CP047675.1	k141_86	96.17		False
3817726	3817960	15902	16136	Klebsiella_variicola_NZ_CP047360.1	k141_86	96.17		False
4071710	4071945	16136	15901	Klebsiella_variicola_NZ_CP047360.1	k141_86	97.03		False
3557056	3557322	15870	16136	Klebsiella_variicola_NZ_CP047360.1	k141_86	95.51		False
1584519	1584787	15867	16136	Klebsiella_variicola_NZ_CP047360.1	k141_86	95.19		False
1755052	1755281	15912	16141	Klebsiella_variicola_NZ_CP047360.1	k141_86	96.52		False
1753713	1753943	15912	16142	Klebsiella_variicola_NZ_CP047360.1	k141_86	96.54		False
1754606	1754836	15912	16142	Klebsiella_variicola_NZ_CP047360.1	k141_86	96.1		False
1754159	1754389	15912	16142	Klebsiella_variicola_NZ_CP047360.1	k141_86	96.1		False
2983126	2983305	15964	16143	Klebsiella_variicola_NZ_CP047360.1	k141_86	96.67		False
5030431	5030665	16143	15909	Klebsiella_pneumoniae_MGH_43_NZ_KK036953.1	k141_86	96.6		False
1460590	1460832	15901	16143	Klebsiella_pneumoniae_subsp._pneumoniae_NZ_CP047675.1	k141_86	97.53		False
4072309	4072551	16143	15901	Klebsiella_variicola_NZ_CP047360.1	k141_86	96.71		False
4072798	4073040	16143	15901	Klebsiella_variicola_NZ_CP047360.1	k141_86	95.47		False
4105973	4106252	16143	15864	Klebsiella_variicola_NZ_CP047360.1	k141_86	95.36		False
3755929	3756244	16227	15909	Klebsiella_variicola_NZ_CP047360.1	k141_86	95.3		False
1691203	1691285	16232	16314	Klebsiella_pneumoniae_subsp._pneumoniae_NZ_CP047675.1	k141_86	100.0		False
4789041	4789123	16314	16232	Klebsiella_pneumoniae_MGH_43_NZ_KK036953.1	k141_86	98.8		False
1707187	1709556	31678	34047	Klebsiella_pneumoniae_subsp._pneumoniae_NZ_CP047675.1	k141_86	99.2		False
1707231	1709594	31722	34085	Klebsiella_pneumoniae_subsp._pneumoniae_NZ_CP047675.1	k141_86	99.15		False
4770732	4798602	34145	6214	Klebsiella_pneumoniae_MGH_43_NZ_KK036953.1	k141_86	99.0		False
3817999	3818274	34339	34064	Klebsiella_variicola_NZ_CP047360.1	k141_86	96.01		False
3818306	3818410	34388	34284	Klebsiella_variicola_NZ_CP047360.1	k141_86	95.24		False
3818187	3818311	34388	34264	Klebsiella_variicola_NZ_CP047360.1	k141_86	96.0		False
1709759	1712154	34249	36644	Klebsiella_pneumoniae_subsp._pneumoniae_NZ_CP047675.1	k141_86	99.04		False
1709906	1712269	34396	36759	Klebsiella_pneumoniae_subsp._pneumoniae_NZ_CP047675.1	k141_86	99.32		False
3799020	3813972	52944	37996	Klebsiella_variicola_NZ_CP047360.1	k141_86	95.31		False
4752170	4770855	52944	34257	Klebsiella_pneumoniae_MGH_43_NZ_KK036953.1	k141_86	99.36		False
2448683	2448846	85230	85393	Klebsiella_pneumoniae_MGH_43_NZ_KK036953.1	k141_86	98.17		False
3798931	3799025	87397	87303	Klebsiella_variicola_NZ_CP047360.1	k141_86	97.89		False
3797819	3798930	88521	87410	Klebsiella_variicola_NZ_CP047360.1	k141_86	95.95		False
3794948	3797818	91393	88523	Klebsiella_variicola_NZ_CP047360.1	k141_86	95.19		False
3790065	3792655	96277	93687	Klebsiella_variicola_NZ_CP047360.1	k141_86	95.45		False
3787009	3787618	99307	98698	Klebsiella_variicola_NZ_CP047360.1	k141_86	95.41		False
3778952	3780024	106227	105155	Klebsiella_variicola_NZ_CP047360.1	k141_86	95.34		False
3776304	3778212	108875	106967	Klebsiella_variicola_NZ_CP047360.1	k141_86	95.13		False
1728449	1750009	87303	108875	Klebsiella_pneumoniae_subsp._pneumoniae_NZ_CP047675.1	k141_86	99.43		False
3844102	3844176	108968	109042	Klebsiella_pneumoniae_subsp._pneumoniae_NZ_CP047675.1	k141_86	97.33		False
970174	970285	108968	109079	Klebsiella_variicola_NZ_CP047360.1	k141_86	96.43		False
3486721	3486882	109150	108989	Klebsiella_pneumoniae_MGH_43_NZ_KK036953.1	k141_86	95.06		False
3413217	3413398	109150	108969	Klebsiella_variicola_NZ_CP047360.1	k141_86	95.6		False
1753755	1753937	109150	108968	Klebsiella_variicola_NZ_CP047360.1	k141_86	96.17		False
1755094	1755276	109150	108968	Klebsiella_variicola_NZ_CP047360.1	k141_86	95.63		False
1754201	1754383	109150	108968	Klebsiella_variicola_NZ_CP047360.1	k141_86	95.63		False
1754648	1754830	109150	108968	Klebsiella_variicola_NZ_CP047360.1	k141_86	95.63		False
4131922	4132003	109155	109236	Klebsiella_variicola_NZ_CP047360.1	k141_86	96.34		False
1460552	1460632	109239	109159	Klebsiella_pneumoniae_subsp._pneumoniae_NZ_CP047675.1	k141_86	96.3		False
61593	61677	109155	109239	Klebsiella_variicola_NZ_CP047360.1	k141_86	96.47		False
1584515	1584787	109239	108968	Klebsiella_variicola_NZ_CP047360.1	k141_86	95.6		False
3769121	3769540	116214	115795	Klebsiella_variicola_NZ_CP047360.1	k141_86	95.0		False
3756479	3758337	128826	126968	Klebsiella_variicola_NZ_CP047360.1	k141_86	96.13		False
4710804	4710881	128902	128825	Klebsiella_pneumoniae_MGH_43_NZ_KK036953.1	k141_86	98.72		False
1769722	1769799	128825	128902	Klebsiella_pneumoniae_subsp._pneumoniae_NZ_CP047675.1	k141_86	97.44		False
1750090	1769643	109355	128908	Klebsiella_pneumoniae_subsp._pneumoniae_NZ_CP047675.1	k141_86	99.2		False
970286	970399	129013	128900	Klebsiella_variicola_NZ_CP047360.1	k141_86	95.61		False
1392146	1392358	128894	129106	Klebsiella_pneumoniae_subsp._pneumoniae_NZ_CP047675.1	k141_86	95.31		False
1420915	1421192	128830	129107	Klebsiella_pneumoniae_subsp._pneumoniae_NZ_CP047675.1	k141_86	95.68		False
3413174	3413398	128901	129125	Klebsiella_variicola_NZ_CP047360.1	k141_86	95.56		False
4393363	4393594	129125	128894	Klebsiella_variicola_NZ_CP047360.1	k141_86	96.98		False
2890415	2890682	129125	128858	Klebsiella_variicola_NZ_CP047360.1	k141_86	95.15		False
2511109	2511376	128858	129125	Klebsiella_pneumoniae_subsp._pneumoniae_NZ_CP047675.1	k141_86	95.15		False
3836028	3836260	129126	128894	Klebsiella_variicola_NZ_CP047360.1	k141_86	96.57		False
1691414	1691645	128894	129126	Klebsiella_pneumoniae_subsp._pneumoniae_NZ_CP047675.1	k141_86	96.14		False
5352532	5352765	129127	128894	Klebsiella_pneumoniae_MGH_43_NZ_KK036953.1	k141_86	96.58		False
4788679	4788911	129127	128894	Klebsiella_pneumoniae_MGH_43_NZ_KK036953.1	k141_86	96.58		False
4105979	4106229	129127	128877	Klebsiella_variicola_NZ_CP047360.1	k141_86	96.41		False
3557073	3557323	128877	129127	Klebsiella_variicola_NZ_CP047360.1	k141_86	96.41		False
1460576	1460826	128877	129127	Klebsiella_pneumoniae_subsp._pneumoniae_NZ_CP047675.1	k141_86	95.62		False
4072315	4072612	129127	128830	Klebsiella_variicola_NZ_CP047360.1	k141_86	95.64		False
1584596	1584809	128935	129148	Klebsiella_variicola_NZ_CP047360.1	k141_86	95.33		False
4071674	4072006	129162	128830	Klebsiella_variicola_NZ_CP047360.1	k141_86	96.1		False
3754378	3755862	130750	129266	Klebsiella_variicola_NZ_CP047360.1	k141_86	96.36		False
3747984	3749366	138260	136878	Klebsiella_variicola_NZ_CP047360.1	k141_86	95.37		False
3747094	3747982	139149	138261	Klebsiella_variicola_NZ_CP047360.1	k141_86	95.84		False
3744936	3746259	141307	139984	Klebsiella_variicola_NZ_CP047360.1	k141_86	95.09		False
1769851	1784670	129233	144054	Klebsiella_pneumoniae_subsp._pneumoniae_NZ_CP047675.1	k141_86	99.3		False
4356817	4356955	145368	145229	Klebsiella_pneumoniae_MGH_43_NZ_KK036953.1	k141_86	99.29		False
22926	23065	145368	145228	Klebsiella_pneumoniae_CP049891.1	k141_86	99.29		False
2177990	2178129	145368	145228	Klebsiella_pneumoniae_subsp._pneumoniae_NZ_CP047675.1	k141_86	99.29		False
315429	315568	145368	145228	Klebsiella_pneumoniae_CP049891.1	k141_86	99.29		False
2101818	2101957	145228	145368	Klebsiella_pneumoniae_subsp._pneumoniae_NZ_CP047675.1	k141_86	99.29		False
3621142	3621281	145368	145228	Klebsiella_pneumoniae_subsp._pneumoniae_NZ_CP047675.1	k141_86	99.29		False
792163	792302	145368	145228	Klebsiella_pneumoniae_MGH_43_NZ_KK036953.1	k141_86	96.45		False
4808115	4813596	5620	138	Klebsiella_pneumoniae_MGH_43_NZ_KK036953.1	k141_86	99.53		True
interspecies translocation
1681131	1728454	5621	52944	Klebsiella_pneumoniae_subsp._pneumoniae_NZ_CP047675.1	k141_86	99.32		True
interspecies translocation
4730514	4752175	108976	87303	Klebsiella_pneumoniae_MGH_43_NZ_KK036953.1	k141_86	99.39		True
local misassembly
4710960	4730526	128908	109341	Klebsiella_pneumoniae_MGH_43_NZ_KK036953.1	k141_86	99.31		True
local misassembly
4695935	4710752	144054	129233	Klebsiella_pneumoniae_MGH_43_NZ_KK036953.1	k141_86	99.39		True
CONTIG	k141_86	145368	misassembled
186073	186307	236	2	Klebsiella_pneumoniae_CP049891.1	k141_87	100.0		False
195726	206205	5885	16364	Klebsiella_variicola_NZ_CP047360.1	k141_87	95.61		False
207139	210326	17299	20486	Klebsiella_variicola_NZ_CP047360.1	k141_87	95.08		False
210334	210466	20491	20623	Klebsiella_variicola_NZ_CP047360.1	k141_87	95.49		False
1444674	1444778	22245	22349	Klebsiella_pneumoniae_MGH_43_NZ_KK036953.1	k141_87	100.0		False
1444841	1444945	22245	22349	Klebsiella_pneumoniae_MGH_43_NZ_KK036953.1	k141_87	99.05		False
210469	212194	20624	22349	Klebsiella_variicola_NZ_CP047360.1	k141_87	95.02		False
1423361	1444611	1097	22349	Klebsiella_pneumoniae_MGH_43_NZ_KK036953.1	k141_87	99.65		False
1445008	1445136	22245	22374	Klebsiella_pneumoniae_MGH_43_NZ_KK036953.1	k141_87	97.69		False
5120217	5120337	22375	22495	Klebsiella_pneumoniae_subsp._pneumoniae_NZ_CP047675.1	k141_87	100.0		False
1132650	1132770	22375	22495	Klebsiella_pneumoniae_subsp._pneumoniae_NZ_CP047675.1	k141_87	100.0		False
4798603	4798723	22375	22495	Klebsiella_pneumoniae_MGH_43_NZ_KK036953.1	k141_87	99.17		False
404593	404713	22375	22495	Klebsiella_pneumoniae_MGH_43_NZ_KK036953.1	k141_87	99.17		False
4330866	4330986	22375	22495	Klebsiella_pneumoniae_MGH_43_NZ_KK036953.1	k141_87	99.17		False
975005	975144	22356	22495	Klebsiella_pneumoniae_subsp._pneumoniae_NZ_CP047675.1	k141_87	100.0		False
4973309	4973448	22495	22356	Klebsiella_pneumoniae_MGH_43_NZ_KK036953.1	k141_87	99.29		False
3072897	3073037	22495	22355	Klebsiella_pneumoniae_MGH_43_NZ_KK036953.1	k141_87	99.29		False
4864156	4864296	22495	22355	Klebsiella_variicola_NZ_CP047360.1	k141_87	99.29		False
633844	633984	22495	22355	Klebsiella_pneumoniae_MGH_43_NZ_KK036953.1	k141_87	99.29		False
1462255	1462395	22495	22355	Klebsiella_pneumoniae_subsp._pneumoniae_NZ_CP047675.1	k141_87	99.29		False
5121639	5142937	22397	1097	Klebsiella_pneumoniae_subsp._pneumoniae_NZ_CP047675.1	k141_87	99.51		True
CONTIG	k141_87	22495	correct
547089	547611	1	525	Klebsiella_pneumoniae_subsp._pneumoniae_NZ_CP047675.1	k141_94	95.43		True
CONTIG	k141_94	528	correct
653000	659573	6579	6	Klebsiella_pneumoniae_subsp._pneumoniae_NZ_CP047675.1	k141_95	98.05		True
interspecies translocation
413219	414105	6580	7466	Klebsiella_pneumoniae_MGH_43_NZ_KK036953.1	k141_95	96.5		True
CONTIG	k141_95	13115	misassembled
CONTIG	k141_97	2362	unaligned
3862327	3865523	3019	6215	Klebsiella_variicola_NZ_CP047360.1	k141_101	95.59		False
3868019	3872408	8710	13099	Klebsiella_variicola_NZ_CP047360.1	k141_101	96.29		False
4813593	4827586	138	14131	Klebsiella_pneumoniae_MGH_43_NZ_KK036953.1	k141_101	99.36		False
3872409	3875089	13101	15781	Klebsiella_variicola_NZ_CP047360.1	k141_101	96.79		False
3878674	3878749	19106	19181	Klebsiella_variicola_NZ_CP047360.1	k141_101	100.0		False
1648924	1649001	19181	19104	Klebsiella_pneumoniae_subsp._pneumoniae_NZ_CP047675.1	k141_101	100.0		False
4842931	4843008	19104	19181	Klebsiella_pneumoniae_MGH_43_NZ_KK036953.1	k141_101	100.0		False
3878894	3878971	19104	19181	Klebsiella_variicola_NZ_CP047360.1	k141_101	100.0		False
1648702	1648779	19181	19104	Klebsiella_pneumoniae_subsp._pneumoniae_NZ_CP047675.1	k141_101	100.0		False
3879479	3879556	19104	19181	Klebsiella_variicola_NZ_CP047360.1	k141_101	100.0		False
1648119	1648196	19181	19104	Klebsiella_pneumoniae_subsp._pneumoniae_NZ_CP047675.1	k141_101	100.0		False
3957216	3957325	19181	19072	Klebsiella_pneumoniae_subsp._pneumoniae_NZ_CP047675.1	k141_101	100.0		False
2669753	2669864	19070	19181	Klebsiella_pneumoniae_MGH_43_NZ_KK036953.1	k141_101	100.0		False
1408404	1408515	19070	19181	Klebsiella_variicola_NZ_CP047360.1	k141_101	100.0		False
4836819	4841800	14200	19181	Klebsiella_pneumoniae_MGH_43_NZ_KK036953.1	k141_101	99.6		False
1648394	1648473	19185	19106	Klebsiella_pneumoniae_subsp._pneumoniae_NZ_CP047675.1	k141_101	97.5		False
4842652	4842733	19104	19185	Klebsiella_pneumoniae_MGH_43_NZ_KK036953.1	k141_101	97.56		False
3878529	3878673	19070	19214	Klebsiella_variicola_NZ_CP047360.1	k141_101	97.24		False
4842833	4842904	19216	19287	Klebsiella_pneumoniae_MGH_43_NZ_KK036953.1	k141_101	95.83		False
3879380	3879452	19215	19287	Klebsiella_variicola_NZ_CP047360.1	k141_101	95.89		False
3879202	3879277	19315	19390	Klebsiella_variicola_NZ_CP047360.1	k141_101	100.0		False
1649134	1649211	19390	19313	Klebsiella_pneumoniae_subsp._pneumoniae_NZ_CP047675.1	k141_101	100.0		False
3878796	3878971	19215	19390	Klebsiella_variicola_NZ_CP047360.1	k141_101	96.59		False
2670093	2670169	19315	19391	Klebsiella_pneumoniae_MGH_43_NZ_KK036953.1	k141_101	100.0		False
3957215	3957293	19391	19313	Klebsiella_pneumoniae_subsp._pneumoniae_NZ_CP047675.1	k141_101	100.0		False
1408438	1408516	19313	19391	Klebsiella_variicola_NZ_CP047360.1	k141_101	100.0		False
1648701	1648877	19391	19215	Klebsiella_pneumoniae_subsp._pneumoniae_NZ_CP047675.1	k141_101	97.18		False
3879479	3879563	19313	19397	Klebsiella_variicola_NZ_CP047360.1	k141_101	98.82		False
4842931	4843015	19313	19397	Klebsiella_pneumoniae_MGH_43_NZ_KK036953.1	k141_101	98.82		False
1648112	1648196	19397	19313	Klebsiella_pneumoniae_subsp._pneumoniae_NZ_CP047675.1	k141_101	98.82		False
3878674	3878854	19315	19495	Klebsiella_variicola_NZ_CP047360.1	k141_101	96.69		False
4842837	4842904	19442	19509	Klebsiella_pneumoniae_MGH_43_NZ_KK036953.1	k141_101	97.06		False
3878563	3878640	19535	19612	Klebsiella_variicola_NZ_CP047360.1	k141_101	100.0		False
1648119	1648196	19612	19535	Klebsiella_pneumoniae_subsp._pneumoniae_NZ_CP047675.1	k141_101	100.0		False
4842931	4843008	19535	19612	Klebsiella_pneumoniae_MGH_43_NZ_KK036953.1	k141_101	100.0		False
3879479	3879556	19535	19612	Klebsiella_variicola_NZ_CP047360.1	k141_101	100.0		False
1649134	1649211	19612	19535	Klebsiella_pneumoniae_subsp._pneumoniae_NZ_CP047675.1	k141_101	100.0		False
3878674	3878750	19537	19613	Klebsiella_variicola_NZ_CP047360.1	k141_101	100.0		False
4842652	4842730	19535	19613	Klebsiella_pneumoniae_MGH_43_NZ_KK036953.1	k141_101	100.0		False
1648923	1649080	19613	19456	Klebsiella_pneumoniae_subsp._pneumoniae_NZ_CP047675.1	k141_101	98.73		False
3956893	3956970	19691	19614	Klebsiella_pneumoniae_subsp._pneumoniae_NZ_CP047675.1	k141_101	100.0		False
1408761	1408838	19614	19691	Klebsiella_variicola_NZ_CP047360.1	k141_101	100.0		False
2670535	2670612	19614	19691	Klebsiella_pneumoniae_MGH_43_NZ_KK036953.1	k141_101	100.0		False
1408640	1408717	19614	19691	Klebsiella_variicola_NZ_CP047360.1	k141_101	100.0		False
2670414	2670491	19614	19691	Klebsiella_pneumoniae_MGH_43_NZ_KK036953.1	k141_101	100.0		False
2670293	2670370	19614	19691	Klebsiella_pneumoniae_MGH_43_NZ_KK036953.1	k141_101	100.0		False
3957014	3957091	19691	19614	Klebsiella_pneumoniae_subsp._pneumoniae_NZ_CP047675.1	k141_101	100.0		False
2670093	2670248	19537	19691	Klebsiella_pneumoniae_MGH_43_NZ_KK036953.1	k141_101	99.36		False
3957136	3957293	19691	19535	Klebsiella_pneumoniae_subsp._pneumoniae_NZ_CP047675.1	k141_101	99.37		False
1408438	1408595	19535	19691	Klebsiella_variicola_NZ_CP047360.1	k141_101	99.37		False
3879279	3879375	19615	19711	Klebsiella_variicola_NZ_CP047360.1	k141_101	97.94		False
4842731	4842827	19615	19711	Klebsiella_pneumoniae_MGH_43_NZ_KK036953.1	k141_101	97.94		False
1648300	1648396	19711	19615	Klebsiella_pneumoniae_subsp._pneumoniae_NZ_CP047675.1	k141_101	97.94		False
3878674	3879109	19315	19750	Klebsiella_variicola_NZ_CP047360.1	k141_101	96.79		False
3879145	3879260	19784	19899	Klebsiella_variicola_NZ_CP047360.1	k141_101	98.28		False
1648119	1648193	19916	19842	Klebsiella_pneumoniae_subsp._pneumoniae_NZ_CP047675.1	k141_101	100.0		False
3879481	3879556	19841	19916	Klebsiella_variicola_NZ_CP047360.1	k141_101	100.0		False
4842933	4843008	19841	19916	Klebsiella_pneumoniae_MGH_43_NZ_KK036953.1	k141_101	100.0		False
3878565	3878640	19841	19916	Klebsiella_variicola_NZ_CP047360.1	k141_101	100.0		False
3878896	3878972	19841	19917	Klebsiella_variicola_NZ_CP047360.1	k141_101	100.0		False
2669789	2669865	19841	19917	Klebsiella_pneumoniae_MGH_43_NZ_KK036953.1	k141_101	100.0		False
2669787	2670169	19535	19917	Klebsiella_pneumoniae_MGH_43_NZ_KK036953.1	k141_101	100.0		False
1649129	1649209	19921	19841	Klebsiella_pneumoniae_subsp._pneumoniae_NZ_CP047675.1	k141_101	96.3		False
2670294	2670370	19918	19994	Klebsiella_pneumoniae_MGH_43_NZ_KK036953.1	k141_101	100.0		False
1408641	1408717	19918	19994	Klebsiella_variicola_NZ_CP047360.1	k141_101	100.0		False
2670415	2670491	19918	19994	Klebsiella_pneumoniae_MGH_43_NZ_KK036953.1	k141_101	100.0		False
3957014	3957090	19994	19918	Klebsiella_pneumoniae_subsp._pneumoniae_NZ_CP047675.1	k141_101	100.0		False
1408440	1408595	19841	19994	Klebsiella_variicola_NZ_CP047360.1	k141_101	98.72		False
3957136	3957291	19994	19841	Klebsiella_pneumoniae_subsp._pneumoniae_NZ_CP047675.1	k141_101	98.72		False
2669787	2670248	19535	19994	Klebsiella_pneumoniae_MGH_43_NZ_KK036953.1	k141_101	99.57		False
1648603	1648699	20014	19918	Klebsiella_pneumoniae_subsp._pneumoniae_NZ_CP047675.1	k141_101	97.94		False
3878974	3879070	19918	20014	Klebsiella_variicola_NZ_CP047360.1	k141_101	97.94		False
2669867	2669963	19918	20014	Klebsiella_pneumoniae_MGH_43_NZ_KK036953.1	k141_101	97.94		False
1648398	1648472	20195	20121	Klebsiella_pneumoniae_subsp._pneumoniae_NZ_CP047675.1	k141_101	100.0		False
3879202	3879277	20120	20195	Klebsiella_variicola_NZ_CP047360.1	k141_101	100.0		False
2670093	2670168	20120	20195	Klebsiella_pneumoniae_MGH_43_NZ_KK036953.1	k141_101	100.0		False
3878894	3878971	20118	20195	Klebsiella_variicola_NZ_CP047360.1	k141_101	100.0		False
1648702	1648779	20195	20118	Klebsiella_pneumoniae_subsp._pneumoniae_NZ_CP047675.1	k141_101	100.0		False
1649134	1649211	20195	20118	Klebsiella_pneumoniae_subsp._pneumoniae_NZ_CP047675.1	k141_101	100.0		False
1408438	1408515	20118	20195	Klebsiella_variicola_NZ_CP047360.1	k141_101	100.0		False
2669787	2669864	20118	20195	Klebsiella_pneumoniae_MGH_43_NZ_KK036953.1	k141_101	100.0		False
3957216	3957293	20195	20118	Klebsiella_pneumoniae_subsp._pneumoniae_NZ_CP047675.1	k141_101	100.0		False
3878563	3878640	20118	20195	Klebsiella_variicola_NZ_CP047360.1	k141_101	100.0		False
3878674	3878756	20120	20202	Klebsiella_variicola_NZ_CP047360.1	k141_101	98.8		False
1648917	1649001	20202	20118	Klebsiella_pneumoniae_subsp._pneumoniae_NZ_CP047675.1	k141_101	98.82		False
3883576	3883709	24194	24327	Klebsiella_variicola_NZ_CP047360.1	k141_101	98.51		False
3878529	3885890	19070	26505	Klebsiella_variicola_NZ_CP047360.1	k141_101	95.11		False
3883713	3885897	24328	26512	Klebsiella_variicola_NZ_CP047360.1	k141_101	97.99		False
3886052	3888966	26545	29459	Klebsiella_variicola_NZ_CP047360.1	k141_101	95.78		False
3889049	3889157	29541	29649	Klebsiella_variicola_NZ_CP047360.1	k141_101	99.08		False
3889701	3891808	30191	32298	Klebsiella_variicola_NZ_CP047360.1	k141_101	95.54		False
3896245	3901539	36691	41985	Klebsiella_variicola_NZ_CP047360.1	k141_101	97.03		False
3904815	3923425	47055	65661	Klebsiella_variicola_NZ_CP047360.1	k141_101	95.62		False
1589016	1589098	78894	78812	Klebsiella_pneumoniae_subsp._pneumoniae_NZ_CP047675.1	k141_101	96.39		False
1589424	1589500	79179	79103	Klebsiella_pneumoniae_subsp._pneumoniae_NZ_CP047675.1	k141_101	100.0		False
3941057	3941133	79103	79179	Klebsiella_variicola_NZ_CP047360.1	k141_101	100.0		False
3941361	3941570	79005	79214	Klebsiella_variicola_NZ_CP047360.1	k141_101	97.62		False
3941731	3941806	79226	79301	Klebsiella_variicola_NZ_CP047360.1	k141_101	100.0		False
4902192	4902267	79226	79301	Klebsiella_pneumoniae_MGH_43_NZ_KK036953.1	k141_101	100.0		False
4902042	4902117	79376	79451	Klebsiella_pneumoniae_MGH_43_NZ_KK036953.1	k141_101	100.0		False
3927890	3941896	65660	79541	Klebsiella_variicola_NZ_CP047360.1	k141_101	95.0		False
3941571	3946403	79216	84048	Klebsiella_variicola_NZ_CP047360.1	k141_101	95.37		False
3946405	3947416	84049	85060	Klebsiella_variicola_NZ_CP047360.1	k141_101	97.43		False
3949108	3952928	86748	90568	Klebsiella_variicola_NZ_CP047360.1	k141_101	95.5		False
3956503	3956583	94145	94225	Klebsiella_variicola_NZ_CP047360.1	k141_101	95.06		False
3956585	3956654	94226	94295	Klebsiella_variicola_NZ_CP047360.1	k141_101	95.71		False
3956667	3961807	94308	99448	Klebsiella_variicola_NZ_CP047360.1	k141_101	95.72		False
3971533	3972780	109165	110412	Klebsiella_variicola_NZ_CP047360.1	k141_101	95.11		False
3972978	3973294	110600	110916	Klebsiella_variicola_NZ_CP047360.1	k141_101	96.53		False
3979501	3980601	117125	118225	Klebsiella_variicola_NZ_CP047360.1	k141_101	95.37		False
